Date,Employee ID,Status,Relaxation,Entered By,Comment,Approval,Rejection Comment
5-Jan,61949,P,,,,,
6-Jan,61949,P,,,,,
7-Jan,61949,P,,,,,
8-Jan,61949,P,,,,,
9-Jan,61949,P,,,,,
10-Jan,61949,WOFF,,,,,
11-Jan,61949,WOFF,,,,,
12-Jan,61949,P,,,,,
13-Jan,61949,P,,,,,
14-Jan,61949,P,,,,,
15-Jan,61949,P,,,,,
16-Jan,61949,P,,,,,
17-Jan,61949,WOFF,,,,,
18-Jan,61949,WOFF,,,,,
19-Jan,61949,P,,,,,
20-Jan,61949,P,,,,,
21-Jan,61949,P,,,,,
22-Jan,61949,P,,,,,
23-Jan,61949,P,,,,,
24-Jan,61949,WOFF,,,,,
25-Jan,61949,WOFF,,,,,
26-Jan,61949,HOL,,,,,
27-Jan,61949,P,,,,,
28-Jan,61949,P,,,,,
29-Jan,61949,P,,,,,
30-Jan,61949,P,,,,,
31-Jan,61949,WOFF,,,,,
1-Jan,73957,HOL,,,,,
2-Jan,73957,P,,,,,
3-Jan,73957,WOFF,,,,,
4-Jan,73957,WOFF,,,,,
5-Jan,73957,P,,,,,
6-Jan,73957,P,,,,,
7-Jan,73957,P,,,,,
8-Jan,73957,P,,,,,
9-Jan,73957,P,,,,,
10-Jan,73957,WOFF,,,,,
11-Jan,73957,WOFF,,,,,
12-Jan,73957,CL,,,,,
13-Jan,73957,P,,,,,
14-Jan,73957,P,,,,,
15-Jan,73957,P,,,,,
16-Jan,73957,P,,,,,
17-Jan,73957,WOFF,,,,,
18-Jan,73957,WOFF,,,,,
19-Jan,73957,P,,,,,
20-Jan,73957,P,,,,,
21-Jan,73957,P,,,,,
22-Jan,73957,CL,,,,,
23-Jan,73957,P,,,,,
24-Jan,73957,WOFF,,,,,
25-Jan,73957,WOFF,,,,,
26-Jan,73957,HOL,,,,,
27-Jan,73957,P,,,,,
28-Jan,73957,P,,,,,
29-Jan,73957,P,,,,,
30-Jan,73957,P,,,,,
31-Jan,73957,WOFF,,,,,
1-Jan,74565,HOL,,,,,
2-Jan,74565,P,,,,,
3-Jan,74565,WOFF,,,,,
4-Jan,74565,WOFF,,,,,
5-Jan,74565,P,,,,,
6-Jan,74565,P,,,,,
7-Jan,74565,P,,,,,
8-Jan,74565,P,,,,,
9-Jan,74565,P,,,,,
10-Jan,74565,WOFF,,,,,
11-Jan,74565,WOFF,,,,,
12-Jan,74565,P,,,,,
13-Jan,74565,P,,,,,
14-Jan,74565,P,,,,,
15-Jan,74565,P,,,,,
16-Jan,74565,P,,,,,
17-Jan,74565,WOFF,,,,,
18-Jan,74565,WOFF,,,,,
19-Jan,74565,P,,,,,
20-Jan,74565,P,,,,,
21-Jan,74565,P,,,,,
22-Jan,74565,P,,,,,
23-Jan,74565,P,,,,,
24-Jan,74565,WOFF,,,,,
25-Jan,74565,WOFF,,,,,
26-Jan,74565,HOL,,,,,
27-Jan,74565,P,,,,,
28-Jan,74565,P,,,,,
29-Jan,74565,P,,,,,
30-Jan,74565,P,,,,,
31-Jan,74565,WOFF,,,,,
1-Jan,74839,HOL,,,,,
2-Jan,74839,P,,,,,
3-Jan,74839,WOFF,,,,,
4-Jan,74839,WOFF,,,,,
5-Jan,74839,P,,,,,
6-Jan,74839,P,,,,,
7-Jan,74839,P,,,,,
8-Jan,74839,P,,,,,
9-Jan,74839,P,,,,,
10-Jan,74839,WOFF,,,,,
11-Jan,74839,WOFF,,,,,
12-Jan,74839,P,,,,,
13-Jan,74839,P,,,,,
14-Jan,74839,P,,,,,
15-Jan,74839,P,,,,,
16-Jan,74839,P,,,,,
17-Jan,74839,WOFF,,,,,
18-Jan,74839,WOFF,,,,,
19-Jan,74839,P,,,,,
20-Jan,74839,P,,,,,
21-Jan,74839,P,,,,,
22-Jan,74839,P,,,,,
23-Jan,74839,P,,,,,
24-Jan,74839,WOFF,,,,,
25-Jan,74839,WOFF,,,,,
26-Jan,74839,HOL,,,,,
27-Jan,74839,P,,,,,
28-Jan,74839,P,,,,,
29-Jan,74839,P,,,,,
30-Jan,74839,P,,,,,
31-Jan,74839,WOFF,,,,,
1-Jan,,HOL,,,,,
2-Jan,,P,,,,,
3-Jan,,WOFF,,,,,
4-Jan,,WOFF,,,,,
5-Jan,,P,,,,,
6-Jan,,P,,,,,
7-Jan,,P,,,,,
8-Jan,,P,,,,,
9-Jan,,P,,,,,
10-Jan,,WOFF,,,,,
11-Jan,,WOFF,,,,,
12-Jan,,P,,,,,
13-Jan,,P,,,,,
14-Jan,,P,,,,,
15-Jan,,P,,,,,
16-Jan,,P,,,,,
17-Jan,,WOFF,,,,,
18-Jan,,WOFF,,,,,
