FSN,WriterID,Article Date,Source,Type,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
CCPDWBDFGDVEGXAT,76932,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Laundry,ClothClip,Pratap,85,http://www.flipkart.com/search?q=CCPDWBDFGDVEGXAT,NA,No
HGREF9F5576SZJFF,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Laundry,ClothDryerStand,Telebuy,124,http://www.flipkart.com/search?q=HGREF9F5576SZJFF,NA,No
CPGEYHH4J3GZZGHU,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,FloorCovering,CarpetRug,Fab Habitat,111,http://www.flipkart.com/search?q=CPGEYHH4J3GZZGHU,NA,No
JUGEYBUWKM88NH7R,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Tableware,OtherTableware,Dakshcraft,110,http://www.flipkart.com/search?q=JUGEYBUWKM88NH7R,NA,No
CNTEFMJCNFEEHZWU,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Tupperware,106,http://www.flipkart.com/search?q=CNTEFMJCNFEEHZWU,NA,No
HIPEYZ5JBD6AMVGQ,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,BarAccessory,HipFlask,Pia international,88,http://www.flipkart.com/search?q=HIPEYZ5JBD6AMVGQ,NA,No
WBTDTSDHHB6FNHS6,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Hot Muggs,98,http://www.flipkart.com/search?q=WBTDTSDHHB6FNHS6,NA,No
LBXDX3JFWQVK9XQB,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Nayasa,114,http://www.flipkart.com/search?q=LBXDX3JFWQVK9XQB,NA,No
PRCDVFAF76PD5TEJ,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,PressureCookerAndPan,PressureCooker,Hawkins,118,http://www.flipkart.com/search?q=PRCDVFAF76PD5TEJ,NA,No
BOTEFHP7JPADCRCJ,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Tupperware,84,http://www.flipkart.com/search?q=BOTEFHP7JPADCRCJ,NA,No
CNTDXMCM9YPZHG3M,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Signoraware,84,http://www.flipkart.com/search?q=CNTDXMCM9YPZHG3M,NA,No
PJTEYRMGA4G9JZWY,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,SpiritualAndFestiveDecor,PoojaThaliSet,GS Museum,80,http://www.flipkart.com/search?q=PJTEYRMGA4G9JZWY,NA,No
MIREY4GGKNGEZ5WR,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,OtherWallDecor,Interdesign,75,http://www.flipkart.com/search?q=MIREY4GGKNGEZ5WR,NA,No
CRLEYZARCT7MB5TG,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,FlaskAndThermoware,ThermalCasseroleAndSet,Milton,80,http://www.flipkart.com/search?q=CRLEYZARCT7MB5TG,NA,No
PRCDYWYKJCPDFHTC,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,PressureCookerAndPan,PressureCooker,Prestige,90,http://www.flipkart.com/search?q=PRCDYWYKJCPDFHTC,NA,No
CDSDXZQ32H6WECDS,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Tableware,CondimentSet,Exclusivelane,80,http://www.flipkart.com/search?q=CDSDXZQ32H6WECDS,NA,No
APRDRCSPVM8SDTHM,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Kitchen,Apron,Swayam,70,http://www.flipkart.com/search?q=APRDRCSPVM8SDTHM,NA,No
GCBEYB55GA9ZCERS,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,GroceryBag,Koti,70,http://www.flipkart.com/search?q=GCBEYB55GA9ZCERS,NA,No
DNSDYG5AQTTYFZMY,74565,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,DinnerSet,Vinod,80,http://www.flipkart.com/search?q=DNSDYG5AQTTYFZMY,NA,No
ACCE4FYPR8HSZ4ED,77584,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,MobileHeadset,V-Moda,600,http://www.flipkart.com/search?q=ACCE4FYPBKFB6DMQ,http://www.flipkart.com/v-moda-crossfade-lp-wired-headset/p/itme4fypyk88uhx7?pid=ACCE4FYPR8HSZ4ED&otracker=start&q=ACCE4FYPR8HSZ4ED&as=off&as-show=off,No
ACCE4FYPKHBBSAWK,77584,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,MobileHeadset,V-Moda,600,http://www.flipkart.com/search?q=ACCE4FYPKHBBSAWK,http://www.flipkart.com/v-moda-crossfade-m-80-vocal-pearl-white-wired-headset/p/itme4fypxh5hnry9?pid=ACCE4FYPKHBBSAWK&otracker=start&q=ACCE4FYPKHBBSAWK&as=off&as-show=off,No
ACCE4FYPVFZKT8FD,77584,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,MobileHeadset,V-Moda,600,http://www.flipkart.com/search?q=ACCE4FYPVFZKT8FD,http://www.flipkart.com/v-moda-crossfade-m-80-vocal-shadow-wired-headset/p/itme4fypbue4hnf9?pid=ACCE4FYPVFZKT8FD&otracker=start&q=ACCE4FYPVFZKT8FD&as=off&as-show=off,No
HMPE486GGACECQUK,77584,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,V-Moda,600,http://www.flipkart.com/search?q=HMPE486GGACECQUK,http://www.flipkart.com/fiio-fujiyama-e06-portable-headphone-amplifier/p/itme486ggzxax9yz?pid=HMPE486GGACECQUK&otracker=start&q=HMPE486GGACECQUK&as=off&as-show=off,No
HMPE486GVQ78GZV5,77584,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,V-Moda,600,http://www.flipkart.com/search?q=HMPE486GVQ78GZV5,http://www.flipkart.com/fiio-kilaminjaro-2-e11k-portable-headphone-amplifier/p/itme486gu9wkdgzg?pid=HMPE486GVQ78GZV5&otracker=start&q=HMPE486GVQ78GZV5&as=off&as-show=off,No
CNTDXST4G963N5MQ,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Decor,135,http://www.flipkart.com/search?q=CNTDXST4G963N5MQ,http://www.decor.com.au/product/tellfresh-oblong-tall-4-75-l/,No
BDSDZQMXHSZUKJGJ,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Story@Home,99,http://www.flipkart.com/search?q=BDSDZQMXHSZUKJGJ,NA,No
IDMEYYBGFAVGZGTF,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,SteamerAndIdliMaker,IdliMaker,Praylady,132,http://www.flipkart.com/search?q=IDMEYYBGFAVGZGTF,NA,No
CNTEYGVCZ6JGUPFW,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Mosiac,136,http://www.flipkart.com/search?q=CNTEYGVCZ6JGUPFW,NA,No
BLAEFYJEGHTGVAS7,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Satcap,115,http://www.flipkart.com/search?q=BLAEFYJEGHTGVAS7,NA,No
BDSDZQMX5VN5NQSA,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,135,http://www.flipkart.com/search?q=BDSDZQMX5VN5NQSA,NA,No
CRNDXV33GVZRVFJZ,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,Cortina,85,http://www.flipkart.com/search?q=CRNDXV33GVZRVFJZ,NA,No
PTPEFR8EJNCDPCF7,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,PotAndPan,PanAndTawa,Prestige,99,http://www.flipkart.com/search?q=PTPEFR8EJNCDPCF7,NA,No
BDSEY9YQAVPENBWZ,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,121,http://www.flipkart.com/search?q=BDSEY9YQAVPENBWZ,NA,No
BLAEY32FKG2TMRBT,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Lali Prints,115,http://www.flipkart.com/search?q=BLAEY32FKG2TMRBT,NA,No
IDMDYSGZNP72RDMG,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,SteamerAndIdliMaker,IdliMaker,Tallboy,150,http://www.flipkart.com/search?q=IDMDYSGZNP72RDMG,NA,No
PRCDYCYGUZZE6GMN,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,PressureCookerAndPan,PressureCooker,Rallison,145,http://www.flipkart.com/search?q=PRCDYCYGUZZE6GMN,NA,No
BDSDTBHCFGMBSVUE,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,127,http://www.flipkart.com/search?q=BDSDTBHCFGMBSVUE,NA,No
CRNEYDZA4GMBCF2V,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,Swayam,131,http://www.flipkart.com/search?q=CRNEYDZA4GMBCF2V,http://www.swayamindia.com/sigma-curtains/green-blue-sigma.html,No
KHRDXNDVRPPNQSGP,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,KeyHolder,Go Hooked,103,http://www.flipkart.com/search?q=KHRDXNDVRPPNQSGP,NA,No
HKHEY38QS2QRERY4,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,TableDecor,Hookah,Basement Bazaar,99,http://www.flipkart.com/search?q=HKHEY38QS2QRERY4,NA,No
HKHEY38QTDHW5DX9,76750,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,TableDecor,Hookah,Basement Bazaar,113,http://www.flipkart.com/search?q=HKHEY38QTDHW5DX9,NA,No
ACCEYNK5XXVYCDCW,72187,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,AudioHeadset,SkullCandy,300,http://www.flipkart.com/search?q=ACCEYNK5XXVYCDCW,NA,No
ACCE3VSQ8QADY4UF,72187,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,AudioHeadset,SkullCandy,300,http://www.flipkart.com/search?q=ACCE3VSQ8QADY4UF,NA,No
ACCEYNK5ZGHZ4TY6,72187,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,AudioHeadset,SkullCandy,300,http://www.flipkart.com/search?q=ACCEYNK5ZGHZ4TY6,NA,No
ACCDXEF8ADYCV3UG,72187,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,AudioHeadset,SkullCandy,300,http://www.flipkart.com/search?q=ACCDXEF8ADYCV3UG,NA,No
PWBE4PTSTBYACJHJ,72187,2015-02-25,Inhouse,RPD Variant,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Microsoft,0,http://www.flipkart.com/search?q=PWBE4PTSTBYACJHJ,NA,No
ACCDRHA747GB4WMD,62509,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Skullcandy,400,http://www.flipkart.com/search?q=ACCDRHA747GB4WMD,NA,No
ACCE4HPGZBNXS5HR,62509,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Skullcandy,400,http://www.flipkart.com/search?q=ACCE4HPGZBNXS5HR,NA,No
ACCE4HPGV9RXGGRT,62509,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Skullcandy,350,http://www.flipkart.com/search?q=ACCE4HPGV9RXGGRT,NA,No
ACCE4HPGVKGB8P3V,62509,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Skullcandy,400,http://www.flipkart.com/search?q=ACCE4HPGVKGB8P3V,NA,No
ACCE4HPGSWFASXJP,62509,2015-02-25,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Skullcandy,400,http://www.flipkart.com/search?q=ACCE4HPGSWFASXJP,NA,No
Bulb,73957,2015-02-25,Inhouse,SEO Big,HomeAndFurniture,HouseHold,HouseHold,Bulb,Bulb,Philips,509,https://docs.google.com/a/flipkart.com/document/d/1aMqcmB19i8ezlgtCLsEK4lQSvgkdbVyVQpqVi5-fVoA/edit?usp=sharing,NA,No
Ice Bucket,73957,2015-02-25,Inhouse,SEO Big,HomeAndFurniture,HouseHold,HouseHold,BarAccessory,IceBucket,Philips,499,https://docs.google.com/a/flipkart.com/document/d/1sY4RG9pweRTl43RLjrx0L2X24BBRisKsVonViKxGhJE/edit?usp=sharing,NA,No
Ironing Board,73957,2015-02-25,Inhouse,SEO Big,HomeAndFurniture,HouseHold,HouseHold,Laundry,IroningBoard,HouseThis,488,https://docs.google.com/a/flipkart.com/document/d/1YKPlULI32Haj03vaP9H3P1cxJfwjcB4-QT1cF-uSGsQ/edit?usp=sharing,NA,No
Sieve,73957,2015-02-25,Inhouse,SEO Big,HomeAndFurniture,HouseHold,HouseHold,KitchenTool,Sieve,Prima,489,https://docs.google.com/a/flipkart.com/document/d/1mxxSN2nn2s_ZqaZ9lXbw_sZUMZivgwWRk2CH2phTvF0/edit?usp=sharing,NA,No
9780241009727,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Cooking Food & Wine,DK Publishing,189,http://www.flipkart.com/search?q=9780241009727,NA,No
9780241186015,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,History & Politics,DK Publishing,187,http://www.flipkart.com/search?q=9780241186015,NA,No
9780241180013,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Cooking Food & Wine,DK Publishing,208,http://www.flipkart.com/search?q=9780241180013,NA,No
9781472217691,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Science Fiction & Fantasy,Headline Publishing,222,http://www.flipkart.com/search?q=9781472217691,NA,No
9780755377602,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Literature & Fiction,Headline Publishing,165,http://www.flipkart.com/search?q=9780755377602,NA,No
9780755364602,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Biographies & Autobiographies,Headline Publishing,258,http://www.flipkart.com/search?q=9780755364602,NA,No
9780755365708,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Biographies & Autobiographies,Headline Publishing,148,http://www.flipkart.com/search?q=9780755365708,NA,No
9780755396320,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Literature & Fiction,Headline Publishing,163,http://www.flipkart.com/search?q=9780755396320,NA,No
9781472208323,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Historical Fiction,Headline Publishing,134,http://www.flipkart.com/search?q=9781472208323,NA,No
9781472219183,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Historical Fiction,Headline Publishing,121,http://www.flipkart.com/search?q=9781472219183,NA,No
9781472215574,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Romance,Headline Publishing,158,http://www.flipkart.com/search?q=9781472215574,NA,No
9781472220042,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Romance,Headline Publishing,157,http://www.flipkart.com/search?q=9781472220042,NA,No
9781472211132,62487,2015-02-25,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Fiction,Fantasy,Headline Publishing,135,http://www.flipkart.com/search?q=9781472211132,NA,No
VASEY7SDCYNFJTUN,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,FlowerAndVase,OtherFlowerAndVase,Fourwalls,116,http://www.flipkart.com/search?q=VASEY7SDCYNFJTUN,NA,No
MCWDZYBMZRKU3JJA,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,HouseholdCleaning,OtherHomeCleaning,Household,123,http://www.flipkart.com/search?q=MCWDZYBMZRKU3JJA,NA,No
DNSEY7MBGH5VFHNC,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,DinnerSet,Tallboy,119,http://www.flipkart.com/search?q=DNSEY7MBGH5VFHNC,NA,No
BOTEYNFFZENWXVZH,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Aptron,142,http://www.flipkart.com/search?q=BOTEYNFFZENWXVZH,NA,No
CANEY9PE9JFXSEKW,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,CandleAndHolder,Candle,Zanky,169,http://www.flipkart.com/search?q=CANEY9PE9JFXSEKW,NA,No
BLADYMRDNYQREGE6,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Christy's Collection,128,http://www.flipkart.com/search?q=BLADYMRDNYQREGE6,NA,No
BDSDXFC7UBYUAHUN,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Stellar Home USA,109,http://www.flipkart.com/search?q=BDSDXFC7UBYUAHUN,NA,No
BDSDZK5CTPAWTYFQ,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Home Candy,144,http://www.flipkart.com/search?q=BDSDZK5CTPAWTYFQ,NA,No
BDSDZC6G38Z5PHHR,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,128,http://www.flipkart.com/search?q=BDSDZC6G38Z5PHHR,NA,No
WBTDP5VYHUGTXAQS,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Tera India,131,http://www.flipkart.com/search?q=WBTDP5VYHUGTXAQS,NA,No
ARFDXPFWEUYHBGGV,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,FlowerAndVase,ArtificialFlower,Fourwalls,131,http://www.flipkart.com/search?q=ARFDXPFWEUYHBGGV,NA,No
HKSEYJTXP6FAJNU5,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,GardenAndOutdoor,Hammock,Kaushalendra,125,http://www.flipkart.com/search?q=HKSEYJTXP6FAJNU5,NA,No
BDSDZZXV5MMZYBA7,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,YNA,122,http://www.flipkart.com/search?q=BDSDZZXV5MMZYBA7,NA,No
WCKE27ZF84UPGVGA,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Zeeshaan,123,http://www.flipkart.com/search?q=WCKE27ZF84UPGVGA,NA,No
BDSDZS7WYQAZQK2B,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Silkworm,102,http://www.flipkart.com/search?q=BDSDZS7WYQAZQK2B,NA,No
GLSEYM7FRZKFZ3HU,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,BarAndGlassware,BarGlass,Excluzy,163,http://www.flipkart.com/search?q=GLSEYM7FRZKFZ3HU,NA,No
BDSDZC6GXQF9KTN3,74839,2015-02-25,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,97,http://www.flipkart.com/search?q=BDSDZC6GXQF9KTN3,NA,No
HMPE486GVYDHFUAM,72891,2015-02-26,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,FiiO,400,http://www.flipkart.com/search?q=HMPE486GVYDHFUAM,http://www.fiio.net/en/fiio,No
HMPE486GYHYR7GAB,72891,2015-02-26,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,FiiO,400,http://www.flipkart.com/search?q=HMPE486GYHYR7GAB,http://www.fiio.net/en/fiio,No
HMPE486GVXBZPBK9,72891,2015-02-26,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,FiiO,400,http://www.flipkart.com/search?q=HMPE486GVXBZPBK9,http://www.fiio.net/en/fiio,No
HMPE486GXX9GG8UW,72891,2015-02-26,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,FiiO,400,http://www.flipkart.com/search?q=HMPE486GXX9GG8UW,http://www.fiio.net/en/fiio,No
AUDE3GCHXWE7NKTC,72891,2015-02-26,Inhouse,Rich Product Description,Electronics,CE,EntertainmentSmall,MP3Player,MP3Player,FiiO,400,http://www.flipkart.com/search?q=AUDE3GCHXWE7NKTC,http://www.fiio.net/en/fiio,No
ACCE3695SNEGCE7V,60877,2015-02-26,Inhouse,Rich Product Description,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,350,http://www.flipkart.com/search?q=AUDE3GCHQWHKTYZD,NA,No
AUDE3GCHQWHKTYZD,60877,2015-02-26,Inhouse,Rich Product Description,Electronics,CE,EntertainmentSmall,MP3Player,MP3Player,FiiO,500,http://www.flipkart.com/search?q=AUDE3GCHQWHKTYZD,NA,No
WATDYZYZRZR3SDEM,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Dezine,350,http://www.flipkart.com/search?q=WATDYZYZRZR3SDEM,NA,No
WATDPGPAMZYG6J6Q,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Puma,350,http://www.flipkart.com/search?q=WATDPGPAMZYG6J6Q,NA,No
WATEYZ3NCQZRWHG8,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Reebok,350,http://www.flipkart.com/search?q=WATEYZ3NCQZRWHG8,NA,No
WATDUMFGCPFDUAHZ,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Bentex,350,http://www.flipkart.com/search?q=WATDUMFGCPFDUAHZ,NA,No
WATDH6J4ZEZ4NVN9,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Timex,350,http://www.flipkart.com/search?q=WATDH6J4ZEZ4NVN9,NA,No
WATDYNZSYNRCH4VZ,60877,2015-02-26,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Anno,350,http://www.flipkart.com/search?q=WATDYNZSYNRCH4VZ,NA,No
BLADPVFVPYHHMGBU,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Zyne,93,http://www.flipkart.com/search?q=BLADPVFVPYHHMGBU,NA,No
CPREYMFENMEZ6BMX,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,KitchenTool,Chopper,Nestwell,108,http://www.flipkart.com/search?q=CPREYMFENMEZ6BMX,NA,No
CNTEYTUZKHMC8JSM,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Saaj,126,http://www.flipkart.com/search?q=CNTEYTUZKHMC8JSM,NA,No
SHIDZEKGHR2GB8SZ,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,SpiritualAndFestiveDecor,GodIdol,Rastogi Handicrafts,81,http://www.flipkart.com/search?q=SHIDZEKGHR2GB8SZ,NA,No
BEBEFKJYZGCGB9TS,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,Living,Idrape,125,http://www.flipkart.com/search?q=BEBEFKJYZGCGB9TS,NA,No
MATDHHZQQMQRB4MA,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,FloorCovering,FloorMat,Mother Earth,101,http://www.flipkart.com/search?q=MATDHHZQQMQRB4MA,NA,No
BLAEYEG6PQZEKZJ5,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Christy's Collection,83,http://www.flipkart.com/search?q=BLAEYEG6PQZEKZJ5,NA,No
BEDEYM68YAV8MHZY,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,BeddingSet,Natural,104,http://www.flipkart.com/search?q=BEDEYM68YAV8MHZY,NA,No
MUGDZMCRGKYDSGCT,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,Mug,Tiedribbons,101,http://www.flipkart.com/search?q=MUGDZMCRGKYDSGCT,NA,No
BDSDMEVYD6WZUJUT,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Swayam,108,http://www.flipkart.com/search?q=BDSDMEVYD6WZUJUT,NA,No
CSSDWBDFFCYHHRCN,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HouseHold,HouseHold,KitchenTool,Strainer,Elephant,73,http://www.flipkart.com/search?q=CSSDWBDFFCYHHRCN,NA,No
BDSDWTHRCGSWRXGG,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Fabhomes,97,http://www.flipkart.com/search?q=BDSDWTHRCGSWRXGG,NA,No
BCVDRBH45J48GDEJ,73343,2015-02-26,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,BedCover,COLORS FOR LIVING,83,http://www.flipkart.com/search?q=BCVDRBH45J48GDEJ,NA,No
