FSN,WriterID,Article Date,Source,Type,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
LAND8EJHHSDXQWQN,72891,2015-01-02,Inhouse,Rich Product Description,,MT,Mobile,,CordlessLandlinePhone,Panasonic,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,No
LAND98MRZTBUQGGH,72891,2015-01-02,Inhouse,Rich Product Description,,MT,Mobile,,CordlessLandlinePhone,Gigaset,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,No
LANDG65GBU5DFQCC,72891,2015-01-02,Inhouse,Rich Product Description,,MT,Mobile,,CordlessLandlinePhone,Panasonic,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,No
LANDHDUXZUBSZ2ZN,72891,2015-01-02,Inhouse,Rich Product Description,,MT,Mobile,,CordlessLandlinePhone,Beetel,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,No
LMVDU8WUGYH4ZEFX,72891,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,Lawnmower,Falcon,400,http://www.flipkart.com/search?q=LMVDU8WUGYH4ZEFX,Fk Site,No
CMKDPG23Y6KZDXGN,60877,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,CoffeeMaker,Bajaj,400,http://www.flipkart.com/search?q=CMKDPG23Y6KZDXGN,NA,No
CMKDYCZBGNXNWEYY,60877,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,CoffeeMaker,Morphy Richards,400,http://www.flipkart.com/search?q=CMKDYCZBGNXNWEYY,NA,No
CMKDU959Z8FPM9PQ,60877,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,CoffeeMaker,Philips,400,http://www.flipkart.com/search?q=CMKDU959Z8FPM9PQ,NA,No
CMKDT64ENXKDZNV7,60877,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,CoffeeMaker,Bajaj,400,http://www.flipkart.com/search?q=CMKDT64ENXKDZNV7,NA,No
EKTDWYT7ZCPV5QGZ,60877,2015-01-02,Inhouse,Rich Product Description,,CE,HomeApplianceSmall,,CoffeeMaker,Nova,400,http://www.flipkart.com/search?q=EKTDWYT7ZCPV5QGZ,NA,No
RCTDPESUFYGRENBG,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,106,http://www.flipkart.com/search?q=RCTDPESUFYGRENBG,NA,No
RCTDXB9REBZKNZPY,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,161,http://www.flipkart.com/search?q=RCTDXB9REBZKNZPY,NA,No
RCTDR42SPMSX2RSW,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,129,http://www.flipkart.com/search?q=RCTDR42SPMSX2RSW,NA,No
VPAE2M4SGTHXD3UG,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Academy,136,http://www.flipkart.com/search?q=VPAE2M4SGTHXD3UG,NA,No
RCTDXAZEKTECHFZQ,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,134,http://www.flipkart.com/search?q=RCTDXAZEKTECHFZQ,NA,No
AFGE2N8YZRH2VFEQ,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,120,http://www.flipkart.com/search?q=AFGE2N8YZRH2VFEQ,NA,No
VPADYBSCYYCRHYFM,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,100,http://www.flipkart.com/search?q=VPADYBSCYYCRHYFM,NA,No
VPADQQPCTGVFHSBX,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,113,http://www.flipkart.com/search?q=VPADQQPCTGVFHSBX,NA,No
AFGDVNCAFNTFQPSB,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,108,http://www.flipkart.com/search?q=AFGDVNCAFNTFQPSB,NA,No
VPADQQPC7TMZBC9Y,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,122,http://www.flipkart.com/search?q=VPADQQPC7TMZBC9Y,NA,No
RCTDWDMSBKXEAC5S,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,125,http://www.flipkart.com/search?q=RCTDWDMSBKXEAC5S,NA,No
RCTDPESUZSXNHGJU,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,114,http://www.flipkart.com/search?q=RCTDPESUZSXNHGJU,NA,No
RCTDYYSSYYR77KDF,76751,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,132,http://www.flipkart.com/search?q=RCTDYYSSYYR77KDF,NA,No
9781437298376,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Kessinger Publishing,201,http://www.flipkart.com/search?q=9781437298376,NA,No
9781608863365,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Boom Town,203,http://www.flipkart.com/search?q=9781608863365,NA,No
9788175050358,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Advaita Ashrama,174,http://www.flipkart.com/search?q=9788175050358,NA,No
9788184953114,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Jaico,213,http://www.flipkart.com/search?q=9788184953114,NA,No
9780192806086,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Oxford University Press,198,http://www.flipkart.com/search?q=9780192806086,NA,No
9788178241562,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Permanent Black,192,http://www.flipkart.com/search?q=9788178241562,NA,No
9789350090473,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Hachette,190,http://www.flipkart.com/search?q=9789350090473,NA,No
9788190796446,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Sri Sri Publications Trust,196,http://www.flipkart.com/search?q=9788190796446,NA,No
9788124604076,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,D K Print World,220,http://www.flipkart.com/search?q=9788124604076,NA,No
9788184953640,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Jaico,237,http://www.flipkart.com/search?q=9788184953640,NA,No
9788183224758,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Jaico,259,http://www.flipkart.com/search?q=9788183224758,NA,No
9788184953183,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Jaico,210,http://www.flipkart.com/search?q=9788184953183,NA,No
9780718157951,62182,2015-01-02,Inhouse,Regular Description,,BGM,Books-Fiction,,Books,Jaico,250,http://www.flipkart.com/search?q=9780718157951,NA,No
HSTDU5Q6K4FY7J7V,60952,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDU5Q6K4FY7J7V,NA,No
HSTDZ966HXFTQZSB,60952,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDZ966HXFTQZSB,NA,No
HSTDTMW5TBXF6EHZ,60952,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDTMW5TBXF6EHZ,NA,No
HSTDSTR5E29FNGHU,60952,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairCurler,Philips,400,http://www.flipkart.com/search?q=HSTDSTR5E29FNGHU,http://www.philips.co.in/c-p/HP8600_60/curler,No
HDRDW3SEFGZ6BCTG,60952,2015-01-02,Inhouse,Rich Product Description,,CE,PnHCareElectronics,,HairDryer,Philips,400,http://www.flipkart.com/search?q=HDRDW3SEFGZ6BCTG,NA,No
RCTDY7P2JDHCG6VS,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,76,http://www.flipkart.com/search?q=RCTDY7P2JDHCG6VS,NA,No
RCTDX92FEQ4KC2TE,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,75,http://www.flipkart.com/search?q=RCTDX92FEQ4KC2TE,NA,No
VPADAXZ6W8EVWZAW,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder Steyr,66,http://www.flipkart.com/search?q=VPADAXZ6W8EVWZAW,NA,No
VPADVGGAGQYKTVSG,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,61,http://www.flipkart.com/search?q=VPADVGGAGQYKTVSG,NA,No
VPAEYYX8ZMMEQTF5,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,76,http://www.flipkart.com/search?q=VPAEYYX8ZMMEQTF5,NA,No
VPADXEN2GAZFXCFG,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,78,http://www.flipkart.com/search?q=VPADXEN2GAZFXCFG,NA,No
RCTDZKGYAEU5DRXC,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,73,http://www.flipkart.com/search?q=RCTDZKGYAEU5DRXC,NA,No
AFGDQCB2Q4BSKZ8T,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,68,http://www.flipkart.com/search?q=AFGDQCB2Q4BSKZ8T,NA,No
VPADEDW8HZX6UR8K,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,96,http://www.flipkart.com/search?q=VPADEDW8HZX6UR8K,NA,No
RCTDRS9H2SEGKWKZ,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,75,http://www.flipkart.com/search?q=RCTDRS9H2SEGKWKZ,NA,No
VPADAXZ63A9HZBYM,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder Steyr,52,http://www.flipkart.com/search?q=VPADAXZ63A9HZBYM,NA,No
AFGE2N8Y4UN6R6HX,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,76,http://www.flipkart.com/search?q=AFGE2N8Y4UN6R6HX,NA,No
VPADAXZ6BWBNWXHV,55863,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,102,http://www.flipkart.com/search?q=VPADAXZ6BWBNWXHV,NA,No
Haier Refrigerators,75028,2015-01-02,Inhouse,SEO Big,,LargeAppliance,HomeApplianceLarge,,Refrigerator,Haier,500,https://docs.google.com/a/flipkart.com/document/d/166sjU6e6vswHCA3rWPvnl9XfsRhcTjEdReXTriXIg58/edit,NA,No
Hitachi Refrigerators,75028,2015-01-02,Inhouse,SEO Big,,LargeAppliance,HomeApplianceLarge,,Refrigerator,Hitachi,505,https://docs.google.com/a/flipkart.com/document/d/1p6izq0MFNft3GlK9wy7TpZV7HZMv_EUYGsaO-bGuy48/edit,NA,No
Micromax LED TVs,75028,2015-01-02,Inhouse,SEO Big,,LargeAppliance,EntertainmentLarge,,Television,Micromax,495,https://docs.google.com/a/flipkart.com/document/d/1-kQhyGTE475_QnLgc9GfkREAbGB05fJ0KGHFMEpJKIk/edit,NA,No
Philips LED TVs,75028,2015-01-02,Inhouse,SEO Big,,LargeAppliance,EntertainmentLarge,,Television,Philips,506,https://docs.google.com/a/flipkart.com/document/d/1Qn-cAE6EG9BGP9XUlD9i9z9FB-3lZT6Z-yYUTqLsIus/edit,NA,No
Samsung LED TVs,75028,2015-01-02,Inhouse,SEO Big,,LargeAppliance,EntertainmentLarge,,Television,Samsung,520,https://docs.google.com/a/flipkart.com/document/d/1BxHoEGWvWQv5h9h5mS4vl3q_hrQRMe-cRgirr8IVv6Y/edit,NA,No
Puma Watches,75026,2015-01-02,Inhouse,SEO Small,,Softline,Watch,,Watch,Puma,259,https://docs.google.com/a/flipkart.com/document/d/1Bfo0gbHMfur2kNMTXkFrEpPFjkTP9JX006UlXsPPn1c/edit,NA,No
Calvin Klein Watches,75026,2015-01-02,Inhouse,SEO Small,,Softline,Watch,,Watch,Calvin Klein,258,https://docs.google.com/a/flipkart.com/document/d/1JX0sMxJ8KAluxmrH0If9fF5PsyN6zY9IFDHGNuek82o/edit,NA,No
Intel Core i3,75026,2015-01-02,Inhouse,SEO Big,,IT,ComputerSystem,,Laptop,NA,460,https://docs.google.com/a/flipkart.com/document/d/1fuX2AdL-oW2yv30KAMP_tucRzkq1ODm55A0agvXOgos/edit,NA,No
Tissot Watches,75026,2015-01-02,Inhouse,SEO Small,,Softline,Watch,,WristWatch,Tissot,265,https://docs.google.com/a/flipkart.com/document/d/1wsyDYX-sylr8po92oFo8nJW2VYavuzXli2SOza3XG1o/edit,NA,No
Swatch watches,75026,2015-01-02,Inhouse,SEO Small,,Softline,Watch,,WristWatch,Swatch,265,https://docs.google.com/a/flipkart.com/document/d/1LaDyav5pFpbuUE9vL99dM1L0p1aiS0PSQAGBfqLinUA/edit,NA,No
Water Fountain,75026,2015-01-02,Inhouse,SEO Big,,BGM,HomeDecor,,WaterFountain,NA,465,https://docs.google.com/a/flipkart.com/document/d/1RBzxjfxiYPEN6Ty7AhKmM3kR1f-TOQ23J5_7K8ef1jY/edit,NA,No
AFGDV9Y222RMSGFH,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,124,http://www.flipkart.com/search?q=AFGDV9Y222RMSGFH,https://safariltd.com/products/view/dragons-wyvern-figurines-10124,No
VPADM88PS94ARH3P,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder Toys,121,http://www.flipkart.com/search?q=VPADM88PS94ARH3P,http://www.brudertoys.com/en/usa/range/range-and-series/professional-series/commercial-vehicles/?tx_sortiment_pi1%5Bartnr%5D=03031&tx_sortiment_pi1%5Baction%5D=details,No
VPAEYX7AJXZG2P2M,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,123,http://www.flipkart.com/search?q=VPAEYX7AJXZG2P2M,NA,No
VPADAXZ67HFJCGQG,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder Toys,185,http://www.flipkart.com/search?q=VPADAXZ67HFJCGQG,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02040&tx_sortiment_pi1%5Baction%5D=details,No
AFGDQCB2PXRHF2DJ,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,120,http://www.flipkart.com/search?q=AFGDQCB2PXRHF2DJ,https://safariltd.com/products/view/incredible-creatures-eastern-chipmunk-baby-figurines-263029,No
AFGE2N8YJKQRQFZA,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,184,http://www.flipkart.com/search?q=AFGE2N8YJKQRQFZA,https://safariltd.com/products/view/monterey-bay-aquarium-sea-life-humpback-whale-figurines-210002,No
AFGDVUU2D2YRCZDH,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,152,http://www.flipkart.com/search?q=AFGDVUU2D2YRCZDH,https://safariltd.com/products/view/monterey-bay-aquarium-sea-life-whale-shark-figurines-210602,No
AFGDQCB2R2S9BFXW,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,106,http://www.flipkart.com/search?q=AFGDQCB2R2S9BFXW,https://safariltd.com/products/view/wildlife-wonders-cheetah-figurines-112889,No
AFGDPH6BHYV7YZQV,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,67,http://www.flipkart.com/search?q=AFGDPH6BHYV7YZQV,https://safariltd.com/products/view/wildlife-wonders-siberian-tiger-figurines-111389,No
AFGDPH6BPZHCDTZA,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,105,http://www.flipkart.com/search?q=AFGDPH6BPZHCDTZA,https://safariltd.com/products/view/wildlife-wonders-wolf-figurines-112689,No
AFGDQCB29BRBRGXE,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,85,http://www.flipkart.com/search?q=AFGDQCB29BRBRGXE,https://safariltd.com/products/view/incredible-creatures-eastern-screech-owl-figurines-263429,No
VPADAXZ6TUHANYWB,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,148,http://www.flipkart.com/search?q=VPADAXZ6TUHANYWB,http://www.bruderservice.com/02750.html,No
VPADM88P6UTYUHZR,76932,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,151,http://www.flipkart.com/search?q=VPADM88P6UTYUHZR,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02132&tx_sortiment_pi1%5Baction%5D=details,No
AFGDPH6BTWUBWTSV,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,95,http://www.flipkart.com/search?q=AFGDPH6BTWUBWTSV,NA,No
RCTDVZ82TMKYNV7Z,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,RemoteControlToy,Maisto,100,http://www.flipkart.com/search?q=RCTDVZ82TMKYNV7Z,NA,No
VPADYKZU2PVX4SWG,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,121,http://www.flipkart.com/search?q=VPADYKZU2PVX4SWG,NA,No
VPADVZ83QBZDZZ2U,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,87,http://www.flipkart.com/search?q=VPADVZ83QBZDZZ2U,NA,No
VPADVGGAZYNXQMEG,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,BatteryOperatedOutdoorToy,Maisto,90,http://www.flipkart.com/search?q=VPADVGGAZYNXQMEG,http://www.maisto.com/index.php?option=com_wrapper&view=wrapper&Itemid=139,No
VPADX6SEZDTGCZKT,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,100,http://www.flipkart.com/search?q=VPADX6SEZDTGCZKT,NA,No
AFGDQHGGXHVA8W2Q,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd,106,http://www.flipkart.com/search?q=AFGDQHGGXHVA8W2Q,https://safariltd.com/products/view/dragons-midnight-moon-dragon-figurines-10165,No
VPADAXZ6VVXWCTHU,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Burder,131,http://www.flipkart.com/search?q=VPADAXZ6VVXWCTHU,http://www.flipkart.com/bruder-man-tga-rear-loading-garbage-truck/p/itmday4ayguftrnu?pid=VPADAXZ6VVXWCTHU&otracker=start&q=VPADAXZ6VVXWCTHU&as=off&as-show=off,No
VPADM4VHFMVBCECP,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Burder,135,http://www.flipkart.com/search?q=VPADM4VHFMVBCECP,NA,No
AFGDQHGGUGQFHURE,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,112,http://www.flipkart.com/search?q=AFGDQHGGUGQFHURE,http://www.flipkart.com/safari-ltd-golden-dragon/p/itmdqhggugqfhure?pid=AFGDQHGGUGQFHURE&otracker=start&q=AFGDQHGGUGQFHURE&as=off&as-show=off,No
AFGDPH6BURDDAKF6,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,109,http://www.flipkart.com/search?q=AFGDPH6BURDDAKF6,NA,No
AFGDPH6BPEJTH2US,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,100,http://www.flipkart.com/search?q=AFGDPH6BPEJTH2US,NA,No
AFGE2N8Y7QAVW4WK,75027,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari Ltd.,92,http://www.flipkart.com/search?q=AFGE2N8Y7QAVW4WK,NA,No
CBKDP8XGGPG8ENQW,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,74,http://www.flipkart.com/search?q=CBKDP8XGGPG8ENQW,NA,No
CBKDP8XGJUGDZPER,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,83,http://www.flipkart.com/search?q=CBKDP8XGJUGDZPER,NA,No
CBKDP8XGKZBSWHJJ,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,81,http://www.flipkart.com/search?q=CBKDP8XGKZBSWHJJ,NA,No
CBKDP8XGPJ7HQXRZ,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,81,http://www.flipkart.com/search?q=CBKDP8XGPJ7HQXRZ,NA,No
CBKDP8XGVZPHMMBH,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,77,http://www.flipkart.com/search?q=CBKDP8XGVZPHMMBH,NA,No
CBKDP8XGWCZEPQ7X,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,75,http://www.flipkart.com/search?q=CBKDP8XGWCZEPQ7X,NA,No
CBKDP98XATE5UCW5,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,77,http://www.flipkart.com/search?q=CBKDP98XATE5UCW5,NA,No
CBKDP98XGSERJHJR,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,74,http://www.flipkart.com/search?q=CBKDP98XGSERJHJR,NA,No
CBKDP98XNHHXV9EX,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,82,http://www.flipkart.com/search?q=CBKDP98XNHHXV9EX,NA,No
CBKDP98XTYZBCGQ9,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Coloressence,83,http://www.flipkart.com/search?q=CBKDP98XTYZBCGQ9,NA,No
CBKDP98XYQDNBGDY,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Biotique,78,http://www.flipkart.com/search?q=CBKDP98XYQDNBGDY,NA,No
CBKDP98XZKARWCHF,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Biotique,82,http://www.flipkart.com/search?q=CBKDP98XZKARWCHF,NA,No
CBKDP98XZKQMQRRF,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Biotique,81,http://www.flipkart.com/search?q=CBKDP98XZKQMQRRF,NA,No
CBKDPABDDQWDGGKN,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Soulflower,77,http://www.flipkart.com/search?q=CBKDPABDDQWDGGKN,NA,No
CBKDPFGYDH4PCPG3,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Soulflower,79,http://www.flipkart.com/search?q=CBKDPFGYDH4PCPG3,NA,No
CBKDPFGYEDGZHYMS,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Soulflower,80,http://www.flipkart.com/search?q=CBKDPFGYEDGZHYMS,NA,No
CBKDPFGYNHZTRM3U,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Soulflower,83,http://www.flipkart.com/search?q=CBKDPFGYNHZTRM3U,NA,No
CBKDPFGYWJTPX6FH,61454,2015-01-02,Inhouse,Regular Description,,BGM,HealthBeauty,,BodyCare,Soulflower,70,http://www.flipkart.com/search?q=CBKDPFGYWJTPX6FH,NA,No
CDGEFEYY2YVYEAVY,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,CardGame,Cosmosgalaxy,68,http://www.flipkart.com/search?q=CDGEFEYY2YVYEAVY,NA,No
VPAEYSUR4RTDAD9M,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,83,http://www.flipkart.com/search?q=VPAEYSUR4RTDAD9M,NA,No
VPADAXZ6PW9ZNGEN,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,83,http://www.flipkart.com/search?q=VPADAXZ6PW9ZNGEN,http://www.brudertoys.com/en/usa/range/range-and-series/professional-series/construction/?tx_sortiment_pi1%5Bartnr%5D=02592&tx_sortiment_pi1%5Baction%5D=details,No
VPADTEW6GNUBQFKB,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,85,http://www.flipkart.com/search?q=VPADTEW6GNUBQFKB,http://www.brudertoys.com/en/usa/range/range-and-series/bworld/fun/?tx_sortiment_pi1%5Bartnr%5D=63000&tx_sortiment_pi1%5Baction%5D=details,No
VPADWYH9FKAZB7FG,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,87,http://www.flipkart.com/search?q=VPADWYH9FKAZB7FG,NA,No
VPADR42QQ5EJMADG,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Maisto,72,http://www.flipkart.com/search?q=VPADR42QQ5EJMADG,NA,No
AFGDVHPTN4AXGFNK,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,ActionFigure,Safari ltd,103,http://www.flipkart.com/search?q=AFGDVHPTN4AXGFNK,https://safariltd.com/products/view/dragons-horned-chinese-dragon-figurines-10135,No
VPADM88PCHZRZMMZ,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,101,http://www.flipkart.com/search?q=VPADM88PCHZRZMMZ,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02045&tx_sortiment_pi1%5Baction%5D=details,No
VPADDB7KMEDPNJXY,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Chicco,90,http://www.flipkart.com/search?q=VPADDB7KMEDPNJXY,NA,No
BLCDVPB7QDZGFYEJ,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,BlockConstruction,Lego,90,http://www.flipkart.com/search?q=BLCDVPB7QDZGFYEJ,http://www.thetoyshop.com/Lego-and-construction/Vehicles/Lego-Legends-of-Chima-Speedorz-Starter-Set-Chi-Tournament-70113/p/512452,No
VPADAXZ6CJBKHFZG,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,95,http://www.flipkart.com/search?q=VPADAXZ6CJBKHFZG,NA,No
VPADTEW6WABGF8QQ,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,90,http://www.flipkart.com/search?q=VPADTEW6WABGF8QQ,NA,No
VPADAXZ6D8NBNUUZ,74565,2015-01-02,Inhouse,Regular Description,,BGM,Toy,,VehiclePullAlong,Bruder,89,http://www.flipkart.com/search?q=VPADAXZ6D8NBNUUZ,NA,No
