Article Date,WriterID,Writer Email ID,Writer Name,FSN,Description Type,Source,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
2015-02-23,55863,\N,\N,BEBEY6JZDZVMREFH,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,HomeUtility,BeanBag,Invogue,78,http://www.flipkart.com/search?q=BEBEY6JZDZVMREFH,NA,0
2015-02-23,55863,\N,\N,PRCDZG3THUGAZZQF,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,PressureCookerAndPan,OtherPressureCookerAndPan,Tuffware,108,http://www.flipkart.com/search?q=PRCDZG3THUGAZZQF,NA,0
2015-02-23,55863,\N,\N,TLPEYTZGEJYD7N6S,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,LightAndLamp,TableLamp,Sunrise,86,http://www.flipkart.com/search?q=TLPEYTZGEJYD7N6S,NA,0
2015-02-23,55863,\N,\N,PTPDVPEXHCVXZ4RQ,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,PotAndPan,PanAndTawa,Hawkins,105,http://www.flipkart.com/search?q=PTPDVPEXHCVXZ4RQ,NA,0
2015-02-23,55863,\N,\N,DNSEYQHEWZ99JGF8,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,DinnerSet,Corelle,90,http://www.flipkart.com/search?q=DNSEYQHEWZ99JGF8,NA,0
2015-02-23,75028,\N,\N,CRNDZVJ5X8CBHD8T,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,TT,100,http://www.flipkart.com/search?q=CRNDZVJ5X8CBHD8T,NA,0
2015-02-23,75028,\N,\N,BLAEFQ3G5F9HE7MJ,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Little India,96,http://www.flipkart.com/search?q=BLAEFQ3G5F9HE7MJ,NA,0
2015-02-23,75028,\N,\N,BDSEY9YQ5PZVGPME,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,98,http://www.flipkart.com/search?q=BDSEY9YQ5PZVGPME,NA,0
2015-02-23,75028,\N,\N,BDSEYTXCEZGZZYYQ,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Stylistry,95,http://www.flipkart.com/search?q=BDSEYTXCEZGZZYYQ,NA,0
2015-02-23,75028,\N,\N,BLADYMRDPWPETSUD,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Christys Collection,100,http://www.flipkart.com/search?q=BLADYMRDPWPETSUD,NA,0
2015-02-23,75028,\N,\N,TCVDXFC7Y6GNA5D2,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Kitchen,KitchenTableCover,Swayam,102,http://www.flipkart.com/search?q=TCVDXFC7Y6GNA5D2,NA,0
2015-02-23,75028,\N,\N,BLBDZZTWXQKF6KHX,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,LightAndLamp,WallLamp,Alva,105,http://www.flipkart.com/search?q=BLBDZZTWXQKF6KHX,NA,0
2015-02-23,75028,\N,\N,DNSEFKCFFUQJZFMA,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,DinnerSet,Bharat,98,http://www.flipkart.com/search?q=DNSEFKCFFUQJZFMA,NA,0
2015-02-23,75028,\N,\N,CRNEYHP4ZMT36HGM,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,Fabutex,95,http://www.flipkart.com/search?q=CRNEYHP4ZMT36HGM,NA,0
2015-02-23,75028,\N,\N,DSTEFMU3RHFS6ABF,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,DiwanSet,Salona Bichona,103,http://www.flipkart.com/search?q=DSTEFMU3RHFS6ABF,NA,0
2015-02-23,75028,\N,\N,DSTEYCA2GM3F775G,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,DiwanSet,Heritagefabs,106,http://www.flipkart.com/search?q=DSTEYCA2GM3F775G,NA,0
2015-02-23,75028,\N,\N,WCKDYYYYG5HPV8WH,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Design O Vista,101,http://www.flipkart.com/search?q=WCKDYYYYG5HPV8WH,NA,0
2015-02-23,75028,\N,\N,TCVDXA8SMZY6CGCQ,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingTableCover,Katwa Clasic,98,http://www.flipkart.com/search?q=TCVDXA8SMZY6CGCQ,NA,0
2015-02-23,75028,\N,\N,BLADZC6JS6GDYYAS,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Raymond,107,http://www.flipkart.com/search?q=BLADZC6JS6GDYYAS,NA,0
2015-02-23,75028,\N,\N,CPCDQKNX38RCQYJJ,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,CushionPillowCover,Swayam,95,http://www.flipkart.com/search?q=CPCDQKNX38RCQYJJ,NA,0
2015-02-23,75028,\N,\N,CRNDW2PZBDUFNXPC,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,Cortina,100,http://www.flipkart.com/search?q=CRNDW2PZBDUFNXPC,NA,0
2015-02-23,75028,\N,\N,WCKEYYREMJZEE48H,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Zeeshaan,102,http://www.flipkart.com/search?q=WCKEYYREMJZEE48H,NA,0
2015-02-23,75026,\N,\N,Analog table clocks,SEO Small,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,TableClock,NA,314,https://docs.google.com/a/flipkart.com/document/d/1aEDpyHohaCcR47KLk0l4vNd3Glg_A2mPY6BOkTkMawg/edit,NA,0
2015-02-23,75026,\N,\N,Q&Q wristwatches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Q&Q,272,https://docs.google.com/a/flipkart.com/document/d/1Z4AZ2o9H1TEQhHpD1wW8LJe22vPTz1Xb_753ZjRP0Cc/edit,NA,0
2015-02-23,75026,\N,\N,Digital table clocks,SEO Small,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,TableClock,NA,258,https://docs.google.com/a/flipkart.com/document/d/1KbjJbf7JCXYJTPl4WB4uiRpoBUBXhm0VUg2TYR53vAs/edit,NA,0
2015-02-23,75026,\N,\N,Panache wall clocks,SEO Small,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Panache,286,https://docs.google.com/a/flipkart.com/document/d/1nWRKozTWV3AzOPV9na58u6T1WIIzdi4OfSb2lmLOmwQ/edit,NA,0
2015-02-23,75026,\N,\N,GC watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,GC,258,https://docs.google.com/a/flipkart.com/document/d/1JTwYGQ2sEBOLh2EDdCwWLOKNOYmjbrS-2hHJf_UWG68/edit,NA,0
2015-02-23,75026,\N,\N,Earnshaw watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Earnshaw,259,https://docs.google.com/a/flipkart.com/document/d/15B06qKVr1P10QGNd6gocWJkdBfe9t8Vv61C2gFPfjU4/edit,NA,0
2015-02-23,76932,\N,\N,CNTEF3X6YUE5ZZYF,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Sunpet,104,http://www.flipkart.com/search?q=CNTEF3X6YUE5ZZYF,NA,0
2015-02-23,76932,\N,\N,DSTDVYHXKKR8ECZE,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,DiwanSet,Saaz Dekor,75,http://www.flipkart.com/search?q=DSTDVYHXKKR8ECZE,NA,0
2015-02-23,74565,\N,\N,GLSDYP5HW9ZHZTRA,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,BarAndGlassware,BarGlass,Ocean elan hi-ball,66,http://www.flipkart.com/search?q=GLSDYP5HW9ZHZTRA,NA,0
2015-02-23,74565,\N,\N,SHIDZVJ3CUJWWFGG,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,SpiritualAndFestiveDecor,GodIdol,ecraftindia,99,http://www.flipkart.com/search?q=SHIDZVJ3CUJWWFGG,NA,0
2015-02-23,74565,\N,\N,PJTDYHWRFCQZ5AHG,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,SpiritualAndFestiveDecor,PoojaThaliSet,ecraftindia,103,http://www.flipkart.com/search?q=PJTDYHWRFCQZ5AHG,NA,0
2015-02-23,74565,\N,\N,CRLDWZ2Y4YFBZFPU,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,FlaskAndThermoware,ThermalCasseroleAndSet,Signoraware,85,http://www.flipkart.com/search?q=CRLDWZ2Y4YFBZFPU,NA,0
2015-02-23,74565,\N,\N,BOTDY4BDE9HYBC83,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,FlaskAndThermoware,Flask,Milton,90,http://www.flipkart.com/search?q=BOTDY4BDE9HYBC83,NA,0
2015-02-23,74565,\N,\N,DNSEYGT2DZKHYMT7,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,DinnerSet,BM s,90,http://www.flipkart.com/search?q=DNSEYGT2DZKHYMT7,NA,0
2015-02-23,74565,\N,\N,SPNDYPFAZUQTUSPF,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Cutlery,OtherCutlery,BM s,80,http://www.flipkart.com/search?q=SPNDYPFAZUQTUSPF,NA,0
2015-02-23,74565,\N,\N,CKSDZZPH6DTSNTMZ,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Cookware,CookwareSet,Nirlep,90,http://www.flipkart.com/search?q=CKSDZZPH6DTSNTMZ,NA,0
2015-02-23,74565,\N,\N,CNTDXXDGHHJXHAJE,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Storage,Container,Flair,85,http://www.flipkart.com/search?q=CNTDXXDGHHJXHAJE,NA,0
2015-02-23,74565,\N,\N,BLSEYC5VSSGTSVXW,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bath,BathTowel,Trident,86,http://www.flipkart.com/search?q=BLSEYC5VSSGTSVXW,NA,0
2015-02-23,74565,\N,\N,PTPEFR8ESJCUDP9H,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,PotAndPan,Pot,Prestige,80,http://www.flipkart.com/search?q=PTPEFR8ESJCUDP9H,NA,0
2015-02-23,74565,\N,\N,HKSDZKE9FBSGHNWZ,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,GardenAndOutdoor,Hammock,SlackJack,80,http://www.flipkart.com/search?q=HKSDZKE9FBSGHNWZ,NA,0
2015-02-23,74565,\N,\N,BEBDZNNT46YFTZT5,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,Living,FUN ON,90,http://www.flipkart.com/search?q=BEBDZNNT46YFTZT5,NA,0
2015-02-23,74565,\N,\N,PTPEYWYHNEXGHDZ8,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Cookware,CookwareSet,Imex,85,http://www.flipkart.com/search?q=PTPEYWYHNEXGHDZ8,NA,0
2015-02-23,74565,\N,\N,CKSDZ3G3CHBJSYEX,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Cookware,CookwareSet,klassic Vimal,90,http://www.flipkart.com/search?q=CKSDZ3G3CHBJSYEX,NA,0
2015-02-23,74565,\N,\N,STMDYZ2SWCBY8TAU,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,SteamerAndIdliMaker,Steamer,Prime Housewares,85,http://www.flipkart.com/search?q=STMDYZ2SWCBY8TAU,NA,0
2015-02-23,74565,\N,\N,LDBDKYGUAEC5YDWC,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bath,LaundryBasket,Swayam,103,http://www.flipkart.com/search?q=LDBDKYGUAEC5YDWC,NA,0
2015-02-23,77584,\N,\N,COMDRCW42GTK3429,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Toshiba,600,http://www.flipkart.com/search?q=COMDU5XFF2XDFGB3,http://www.flipkart.com/toshiba-satellite-c50-a-x0012-laptop-4th-gen-ci5-4gb-500gb-no-os/p/itmdvqrhu4uzavgd?pid=COMDRCW42GTK3429&otracker=start&q=COMDRCW42GTK3429&as=off&as-show=off,0
2015-02-23,77584,\N,\N,COMDUZK63H5QGZ75,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Dell,600,http://www.flipkart.com/search?q=COMDUZK63H5QGZ75,http://www.flipkart.com/dell-inspiron-15-3537-laptop-4th-gen-ci3-4gb-500gb-win8-1/p/itmduzkfmz4gy3zs?pid=COMDUZK63H5QGZ75&otracker=start&q=COMDUZK63H5QGZ75&as=off&as-show=off,0
2015-02-23,77584,\N,\N,COMDVHYHUYCXHUVX,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Asus,600,http://www.flipkart.com/search?q=COMDVHYHUYCXHUVX,http://www.flipkart.com/asus-x550cc-xx922d-x-intel-core-i3-15-6-inch-500-gb-hdd-4-ddr3-dos-laptop/p/itmdvhyhz3crhst6?pid=COMDVHYHUYCXHUVX&otracker=start&q=COMDVHYHUYCXHUVX&as=off&as-show=off,0
2015-02-23,77584,\N,\N,COMDWEXJRC6NZU6K,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Dell,600,http://www.flipkart.com/search?q=COMDWEXJRC6NZU6K,http://www.flipkart.com/dell-inspiron-14-344234500ibu-notebook-4th-gen-ci3-4gb-500gb-ubuntu/p/itmdwexmxkztzpns?pid=COMDWEXJRC6NZU6K&otracker=start&q=COMDWEXJRC6NZU6K&as=off&as-show=off,0
2015-02-23,72187,\N,\N,MOBE45H673ZGUCVX,Rich Product Description,Inhouse,Electronics,Mobile,Mobile,Handset,Handset,Motorola,500,http://www.flipkart.com/search?q=MOBE45H673ZGUCVX,NA,0
2015-02-23,72187,\N,\N,TABE4QYCSSTFADKQ,Rich Product Description,Inhouse,Electronics,Tablet,Tablet,Tablet,Tablet,Lenovo,500,http://www.flipkart.com/search?q=TABE4QYCSSTFADKQ,NA,0
2015-02-23,72187,\N,\N,TABE4PUZ3V5ZBK5C,RPD Variant,Inhouse,Electronics,Tablet,Tablet,Tablet,Tablet,Lenovo,0,http://www.flipkart.com/search?q=TABE4PUZ3V5ZBK5C,NA,0
2015-02-23,72187,\N,\N,COMDWZ2GY5FXGCT6,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,HP,500,http://www.flipkart.com/search?q=COMDWZ2GY5FXGCT6,NA,0
2015-02-23,72187,\N,\N,COMDXFZHMSHRKBAY,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Dell,500,http://www.flipkart.com/search?q=COMDXFZHMSHRKBAY,NA,0
2015-02-23,62509,\N,\N,COMDZCAX7SHRWCC7,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Dell,450,http://www.flipkart.com/search?q=COMDZCAX7SHRWCC7,NA,0
2015-02-23,62509,\N,\N,COMDZDHQFXYZJDU9,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Dell,450,http://www.flipkart.com/search?q=COMDZDHQFXYZJDU9,NA,0
2015-02-23,62509,\N,\N,COMDZFNXDT4MXWTW,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Lenovo,400,http://www.flipkart.com/search?q=COMDZFNXDT4MXWTW,NA,0
2015-02-23,62509,\N,\N,USGE3HHPUV3UEFKV,Rich Product Description,Inhouse,Electronics,CCCAcc,ComputerAccessory,ComputerAccessory,USBGadget,Portronics,350,http://www.flipkart.com/search?q=USGE3HHPUV3UEFKV,NA,0
2015-02-23,72062,\N,\N,9781447281528,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,176,http://www.flipkart.com/search?q=9781447281528,NA,0
2015-02-23,72062,\N,\N,9781447281535,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,184,http://www.flipkart.com/search?q=9781447281535,NA,0
2015-02-23,72062,\N,\N,9781447237259,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,242,http://www.flipkart.com/search?q=9781447237259,NA,0
2015-02-23,72062,\N,\N,9781447270850,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,172,http://www.flipkart.com/search?q=9781447270850,NA,0
2015-02-23,72062,\N,\N,9780230770034,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,234,http://www.flipkart.com/search?q=9780230770034,NA,0
2015-02-23,72062,\N,\N,9781447266150,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Pan Macmillan India,241,http://www.flipkart.com/search?q=9781447266150,NA,0
2015-02-23,72062,\N,\N,9798189430091,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,ANANDA SANGHA,244,http://www.flipkart.com/search?q=9798189430091,NA,0
2015-02-23,72062,\N,\N,9788131908648,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,B. Jain,217,http://www.flipkart.com/search?q=9788131908648,NA,0
2015-02-23,72062,\N,\N,9788183223829,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,MANJUL PUBLISHING HOUSE,262,http://www.flipkart.com/search?q=9788183223829,NA,0
2015-02-23,72062,\N,\N,9780593066614,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Transworld,225,http://www.flipkart.com/search?q=9780593066614,NA,0
2015-02-23,72062,\N,\N,9788129101464,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Rupa Publications,321,http://www.flipkart.com/search?q=9788129101464,NA,0
2015-02-23,72062,\N,\N,9781905654895,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Little; Brown,176,http://www.flipkart.com/search?q=9781905654895,NA,0
2015-02-23,72062,\N,\N,9781848379794,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Fiction & Non-Fiction,Arcturus Publishing Ltd,209,http://www.flipkart.com/search?q=9781848379794,NA,0
2015-02-23,73957,\N,\N,Analogue Clock,SEO Small,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Sonata,289,https://docs.google.com/a/flipkart.com/document/d/1B1Dz6JFXXi5jbqwMf-6q92mo04GCH_JMJZ_VK1SuObY/edit?usp=sharing,NA,0
2015-02-23,73957,\N,\N,Digital Clock,SEO Small,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,Clock,WallClock,Sonata,306,https://docs.google.com/a/flipkart.com/document/d/1vzDOImIwCWssA8YISObIiIVReIFk6gRaO1zr0N9txM4/edit?usp=sharing,NA,0
2015-02-23,73957,\N,\N,Analogue Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Sonata,312,https://docs.google.com/a/flipkart.com/document/d/14uSi34Klgn3zdzNBLJ19G2u1ndqOZ_2BQWFBjkWwNeo/edit?usp=sharing,NA,0
2015-02-23,73957,\N,\N,Citizen Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Citizen,311,https://docs.google.com/a/flipkart.com/document/d/1T1eKrKDKZ5AcLXyrJ0YskbPhUnLd-jGrzJYzx4dZMK8/edit?usp=sharing,NA,0
2015-02-23,73957,\N,\N,Watches with Chronograph Features,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Victorinox,312,https://docs.google.com/a/flipkart.com/document/d/1qquF760Id9k-3hWYu0P60B--XJ4M2uz2-CkArVZEfdI/edit?usp=sharing,NA,0
2015-02-23,73957,\N,\N,Watches with Water Resitant Features,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Victorinox,322,https://docs.google.com/a/flipkart.com/document/d/1LINSfemI9QDK-RwjAm8xfkDwwHzf1Fax_XYiPKiK9KU/edit?usp=sharing,NA,0
2015-02-23,74839,\N,\N,WBTDUS48SB3GQEHR,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Phyzo,169,http://www.flipkart.com/search?q=WBTDUS48SB3GQEHR,NA,0
2015-02-23,74839,\N,\N,CRLDZG4VK2UYBE2N,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,CasseroleAndSet,OtherCasseroleAndSet,BM,144,http://www.flipkart.com/search?q=CRLDZG4VK2UYBE2N,NA,0
2015-02-23,74839,\N,\N,BDSEY9YQF2D3YHHA,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,102,http://www.flipkart.com/search?q=BDSEY9YQF2D3YHHA,NA,0
2015-02-23,74839,\N,\N,ARFEYQCYHGF3665A,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,FlowerAndVase,ArtificialFlower,Kusal,130,http://www.flipkart.com/search?q=ARFEYQCYHGF3665A,NA,0
2015-02-23,74839,\N,\N,BTWDSQN5HNMTBFCQ,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bath,BathTowel,Raymond,115,http://www.flipkart.com/search?q=BTWDSQN5HNMTBFCQ,NA,0
2015-02-23,74839,\N,\N,MUGDZ3GVMTDVRVN4,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,DinnerwareAndCrockery,Mug,UPC,123,http://www.flipkart.com/search?q=MUGDZ3GVMTDVRVN4,NA,0
2015-02-23,74839,\N,\N,BDSDZC6GWNKV4B5F,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,100,http://www.flipkart.com/search?q=BDSDZC6GWNKV4B5F,NA,0
2015-02-23,74839,\N,\N,CRNDYVR7ZZKZWU4Z,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,LivingRoomCurtain,TT,134,http://www.flipkart.com/search?q=CRNDYVR7ZZKZWU4Z,NA,0
2015-02-23,74839,\N,\N,BDSEY9YQTTHJFGE5,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,139,http://www.flipkart.com/search?q=BDSEY9YQTTHJFGE5,NA,0
2015-02-23,74839,\N,\N,BDSEFBECGMJAJSV3,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Home Candy,116,http://www.flipkart.com/search?q=BDSEFBECGMJAJSV3,NA,0
2015-02-23,74839,\N,\N,LOCDZMHZRZFBYBTQ,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,HouseHold,HouseHold,Godrej,130,http://www.flipkart.com/search?q=LOCDZMHZRZFBYBTQ,NA,0
2015-02-23,74839,\N,\N,BDSEYTXCRSPQZHJ4,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Stylistry,107,http://www.flipkart.com/search?q=BDSEYTXCRSPQZHJ4,NA,0
2015-02-23,74839,\N,\N,PHFDTXXDPKGDM77V,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,TableDecor,TablePhotoFrame,Stylistry,107,http://www.flipkart.com/search?q=PHFDTXXDPKGDM77V,NA,0
2015-02-23,74839,\N,\N,BLAEYMFBPMFDPYZP,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Jaipur Raga,100,http://www.flipkart.com/search?q=BLAEYMFBPMFDPYZP,NA,0
2015-02-23,74839,\N,\N,ARPEY9PEGZVGYGGZ,Regular Description,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,FlowerAndVase,ArtificialFlower,Fourwalls,140,http://www.flipkart.com/search?q=ARPEY9PEGZVGYGGZ,NA,0
2015-02-23,74839,\N,\N,BOTDZBH3SNFAFJKK,Regular Description,Inhouse,HomeAndFurniture,HouseHold,HouseHold,Storage,Bottle,Gromo,143,http://www.flipkart.com/search?q=BOTDZBH3SNFAFJKK,NA,0
2015-02-23,74839,\N,\N,BLAEYGH5M8R2ZWRH,Regular Description,Inhouse,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Snuggle,145,http://www.flipkart.com/search?q=BLAEYGH5M8R2ZWRH,NA,0
2015-02-24,72891,\N,\N,TVSDVNAB6CZFGSBF,Rich Product Description,Inhouse,Large,HomeEntertainmentLarge,Television,Television,Television,Panasonic,500,http://www.flipkart.com/search?q=TVSDVNAB6CZFGSBF,Content Shared by BD,0
2015-02-24,72891,\N,\N,COMDW86XS3JGZJGG,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,ASUS,500,http://www.flipkart.com/search?q=COMDW86XS3JGZJGG,FK Site,0
2015-02-24,72891,\N,\N,COMDWBQWSHPGMBHN,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,HP,500,http://www.flipkart.com/search?q=COMDWBQWSHPGMBHN,FK Site,0
2015-02-24,72891,\N,\N,COMDXWCX8TWSRG9H,Rich Product Description,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,Toshiba,500,http://www.flipkart.com/search?q=COMDXWCX8TWSRG9H,FK Site,0
2015-02-24,60877,\N,\N,ACCDXDYFSD2HAHUH,Rich Product Description,Inhouse,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,400,http://www.flipkart.com/search?q=ACCDXDYFSD2HAHUH,NA,0
2015-02-24,60877,\N,\N,ACCDXDYFYDA765MD,Rich Product Description,Inhouse,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,400,http://www.flipkart.com/search?q=ACCDXDYFYDA765MD,NA,0
2015-02-24,60877,\N,\N,ACCDXDYFTBR99BQZ,Rich Product Description,Inhouse,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,400,http://www.flipkart.com/search?q=ACCDXDYFTBR99BQZ,NA,0
2015-02-24,60877,\N,\N,ACCDXDYFPKHHG5ZM,Rich Product Description,Inhouse,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,400,http://www.flipkart.com/search?q=ACCDXDYFPKHHG5ZM,NA,0
2015-02-24,60877,\N,\N,ACCDXDYFQPZ7YPAW,Rich Product Description,Inhouse,Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Skullcandy,400,http://www.flipkart.com/search?q=ACCDXDYFQPZ7YPAW,NA,0
