Article Date,WriterID,Writer Email ID,Writer Name,FSN,Description Type,Source,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
2015-01-02,72891,\N,\N,LAND8EJHHSDXQWQN,Rich Product Description,Inhouse,Electronics,Mobile,Mobile,Handset,CordlessLandlinePhone,Panasonic,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,0
2015-01-02,72891,\N,\N,LAND98MRZTBUQGGH,Rich Product Description,Inhouse,Electronics,Mobile,Mobile,Handset,CordlessLandlinePhone,Gigaset,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,0
2015-01-02,72891,\N,\N,LANDG65GBU5DFQCC,Rich Product Description,Inhouse,Electronics,Mobile,Mobile,Handset,CordlessLandlinePhone,Panasonic,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,0
2015-01-02,72891,\N,\N,LANDHDUXZUBSZ2ZN,Rich Product Description,Inhouse,Electronics,Mobile,Mobile,Handset,CordlessLandlinePhone,Beetel,400,http://www.flipkart.com/search?q=LAND8EJHHSDXQWQN,Fk Site,0
2015-01-02,72891,\N,\N,LMVDU8WUGYH4ZEFX,Rich Product Description,Inhouse,HomeAndFurniture,HomeImprovementTool,HomeImprovementTool,GardeningTool,LawnMower,Falcon,400,http://www.flipkart.com/search?q=LMVDU8WUGYH4ZEFX,Fk Site,0
2015-01-02,60877,\N,\N,CMKDPG23Y6KZDXGN,Rich Product Description,Inhouse,Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Bajaj,400,http://www.flipkart.com/search?q=CMKDPG23Y6KZDXGN,NA,0
2015-01-02,60877,\N,\N,CMKDYCZBGNXNWEYY,Rich Product Description,Inhouse,Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Morphy Richards,400,http://www.flipkart.com/search?q=CMKDYCZBGNXNWEYY,NA,0
2015-01-02,60877,\N,\N,CMKDU959Z8FPM9PQ,Rich Product Description,Inhouse,Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Philips,400,http://www.flipkart.com/search?q=CMKDU959Z8FPM9PQ,NA,0
2015-01-02,60877,\N,\N,CMKDT64ENXKDZNV7,Rich Product Description,Inhouse,Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Bajaj,400,http://www.flipkart.com/search?q=CMKDT64ENXKDZNV7,NA,0
2015-01-02,60877,\N,\N,EKTDWYT7ZCPV5QGZ,Rich Product Description,Inhouse,Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Nova,400,http://www.flipkart.com/search?q=EKTDWYT7ZCPV5QGZ,NA,0
2015-01-02,76751,\N,\N,RCTDPESUFYGRENBG,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,106,http://www.flipkart.com/search?q=RCTDPESUFYGRENBG,NA,0
2015-01-02,76751,\N,\N,RCTDXB9REBZKNZPY,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,161,http://www.flipkart.com/search?q=RCTDXB9REBZKNZPY,NA,0
2015-01-02,76751,\N,\N,RCTDR42SPMSX2RSW,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,129,http://www.flipkart.com/search?q=RCTDR42SPMSX2RSW,NA,0
2015-01-02,76751,\N,\N,VPAE2M4SGTHXD3UG,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Academy,136,http://www.flipkart.com/search?q=VPAE2M4SGTHXD3UG,NA,0
2015-01-02,76751,\N,\N,RCTDXAZEKTECHFZQ,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,134,http://www.flipkart.com/search?q=RCTDXAZEKTECHFZQ,NA,0
2015-01-02,76751,\N,\N,AFGE2N8YZRH2VFEQ,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,120,http://www.flipkart.com/search?q=AFGE2N8YZRH2VFEQ,NA,0
2015-01-02,76751,\N,\N,VPADYBSCYYCRHYFM,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,100,http://www.flipkart.com/search?q=VPADYBSCYYCRHYFM,NA,0
2015-01-02,76751,\N,\N,VPADQQPCTGVFHSBX,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,113,http://www.flipkart.com/search?q=VPADQQPCTGVFHSBX,NA,0
2015-01-02,76751,\N,\N,AFGDVNCAFNTFQPSB,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,108,http://www.flipkart.com/search?q=AFGDVNCAFNTFQPSB,NA,0
2015-01-02,76751,\N,\N,VPADQQPC7TMZBC9Y,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,122,http://www.flipkart.com/search?q=VPADQQPC7TMZBC9Y,NA,0
2015-01-02,76751,\N,\N,RCTDWDMSBKXEAC5S,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,125,http://www.flipkart.com/search?q=RCTDWDMSBKXEAC5S,NA,0
2015-01-02,76751,\N,\N,RCTDPESUZSXNHGJU,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,114,http://www.flipkart.com/search?q=RCTDPESUZSXNHGJU,NA,0
2015-01-02,76751,\N,\N,RCTDYYSSYYR77KDF,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,132,http://www.flipkart.com/search?q=RCTDYYSSYYR77KDF,NA,0
2015-01-02,62182,\N,\N,9781437298376,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Kessinger Publishing,201,http://www.flipkart.com/search?q=9781437298376,NA,0
2015-01-02,62182,\N,\N,9781608863365,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Boom Town,203,http://www.flipkart.com/search?q=9781608863365,NA,0
2015-01-02,62182,\N,\N,9788175050358,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Advaita Ashrama,174,http://www.flipkart.com/search?q=9788175050358,NA,0
2015-01-02,62182,\N,\N,9788184953114,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Jaico,213,http://www.flipkart.com/search?q=9788184953114,NA,0
2015-01-02,62182,\N,\N,9780192806086,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Oxford University Press,198,http://www.flipkart.com/search?q=9780192806086,NA,0
2015-01-02,62182,\N,\N,9788178241562,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Permanent Black,192,http://www.flipkart.com/search?q=9788178241562,NA,0
2015-01-02,62182,\N,\N,9789350090473,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Hachette,190,http://www.flipkart.com/search?q=9789350090473,NA,0
2015-01-02,62182,\N,\N,9788190796446,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Sri Sri Publications Trust,196,http://www.flipkart.com/search?q=9788190796446,NA,0
2015-01-02,62182,\N,\N,9788124604076,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,D K Print World,220,http://www.flipkart.com/search?q=9788124604076,NA,0
2015-01-02,62182,\N,\N,9788184953640,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Jaico,237,http://www.flipkart.com/search?q=9788184953640,NA,0
2015-01-02,62182,\N,\N,9788183224758,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Jaico,259,http://www.flipkart.com/search?q=9788183224758,NA,0
2015-01-02,62182,\N,\N,9788184953183,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Jaico,210,http://www.flipkart.com/search?q=9788184953183,NA,0
2015-01-02,62182,\N,\N,9780718157951,Regular Description,Inhouse,FMCGAndOthers,Book,Book,Books-Fiction,Books,Jaico,250,http://www.flipkart.com/search?q=9780718157951,NA,0
2015-01-02,60952,\N,\N,HSTDU5Q6K4FY7J7V,Rich Product Description,Inhouse,Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDU5Q6K4FY7J7V,NA,0
2015-01-02,60952,\N,\N,HSTDZ966HXFTQZSB,Rich Product Description,Inhouse,Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDZ966HXFTQZSB,NA,0
2015-01-02,60952,\N,\N,HSTDTMW5TBXF6EHZ,Rich Product Description,Inhouse,Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairStraightner,Nova,400,http://www.flipkart.com/search?q=HSTDTMW5TBXF6EHZ,NA,0
2015-01-02,60952,\N,\N,HSTDSTR5E29FNGHU,Rich Product Description,Inhouse,Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairCurler,Philips,400,http://www.flipkart.com/search?q=HSTDSTR5E29FNGHU,http://www.philips.co.in/c-p/HP8600_60/curler,0
2015-01-02,60952,\N,\N,HDRDW3SEFGZ6BCTG,Rich Product Description,Inhouse,Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairDryer,Philips,400,http://www.flipkart.com/search?q=HDRDW3SEFGZ6BCTG,NA,0
2015-01-02,55863,\N,\N,RCTDY7P2JDHCG6VS,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,76,http://www.flipkart.com/search?q=RCTDY7P2JDHCG6VS,NA,0
2015-01-02,55863,\N,\N,RCTDX92FEQ4KC2TE,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,75,http://www.flipkart.com/search?q=RCTDX92FEQ4KC2TE,NA,0
2015-01-02,55863,\N,\N,VPADAXZ6W8EVWZAW,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Bruder Steyr,66,http://www.flipkart.com/search?q=VPADAXZ6W8EVWZAW,NA,0
2015-01-02,55863,\N,\N,VPADVGGAGQYKTVSG,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,61,http://www.flipkart.com/search?q=VPADVGGAGQYKTVSG,NA,0
2015-01-02,55863,\N,\N,VPAEYYX8ZMMEQTF5,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,76,http://www.flipkart.com/search?q=VPAEYYX8ZMMEQTF5,NA,0
2015-01-02,55863,\N,\N,VPADXEN2GAZFXCFG,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,78,http://www.flipkart.com/search?q=VPADXEN2GAZFXCFG,NA,0
2015-01-02,55863,\N,\N,RCTDZKGYAEU5DRXC,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,73,http://www.flipkart.com/search?q=RCTDZKGYAEU5DRXC,NA,0
2015-01-02,55863,\N,\N,AFGDQCB2Q4BSKZ8T,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,68,http://www.flipkart.com/search?q=AFGDQCB2Q4BSKZ8T,NA,0
2015-01-02,55863,\N,\N,VPADEDW8HZX6UR8K,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,96,http://www.flipkart.com/search?q=VPADEDW8HZX6UR8K,NA,0
2015-01-02,55863,\N,\N,RCTDRS9H2SEGKWKZ,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,75,http://www.flipkart.com/search?q=RCTDRS9H2SEGKWKZ,NA,0
2015-01-02,55863,\N,\N,VPADAXZ63A9HZBYM,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Bruder Steyr,52,http://www.flipkart.com/search?q=VPADAXZ63A9HZBYM,NA,0
2015-01-02,55863,\N,\N,AFGE2N8Y4UN6R6HX,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,76,http://www.flipkart.com/search?q=AFGE2N8Y4UN6R6HX,NA,0
2015-01-02,55863,\N,\N,VPADAXZ6BWBNWXHV,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Bruder,102,http://www.flipkart.com/search?q=VPADAXZ6BWBNWXHV,NA,0
2015-01-02,75028,\N,\N,Haier Refrigerators,SEO Big,Inhouse,Large,Refrigerator,Refrigerator,Refrigerator,Refrigerator,Haier,500,https://docs.google.com/a/flipkart.com/document/d/166sjU6e6vswHCA3rWPvnl9XfsRhcTjEdReXTriXIg58/edit,NA,0
2015-01-02,75028,\N,\N,Hitachi Refrigerators,SEO Big,Inhouse,Large,Refrigerator,Refrigerator,Refrigerator,Refrigerator,Hitachi,505,https://docs.google.com/a/flipkart.com/document/d/1p6izq0MFNft3GlK9wy7TpZV7HZMv_EUYGsaO-bGuy48/edit,NA,0
2015-01-02,75028,\N,\N,Micromax LED TVs,SEO Big,Inhouse,Large,HomeEntertainmentLarge,Television,Television,Television,Micromax,495,https://docs.google.com/a/flipkart.com/document/d/1-kQhyGTE475_QnLgc9GfkREAbGB05fJ0KGHFMEpJKIk/edit,NA,0
2015-01-02,75028,\N,\N,Philips LED TVs,SEO Big,Inhouse,Large,HomeEntertainmentLarge,Television,Television,Television,Philips,506,https://docs.google.com/a/flipkart.com/document/d/1Qn-cAE6EG9BGP9XUlD9i9z9FB-3lZT6Z-yYUTqLsIus/edit,NA,0
2015-01-02,75028,\N,\N,Samsung LED TVs,SEO Big,Inhouse,Large,HomeEntertainmentLarge,Television,Television,Television,Samsung,520,https://docs.google.com/a/flipkart.com/document/d/1BxHoEGWvWQv5h9h5mS4vl3q_hrQRMe-cRgirr8IVv6Y/edit,NA,0
2015-01-02,75026,\N,\N,Puma Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,Watch,Watch,Puma,259,https://docs.google.com/a/flipkart.com/document/d/1Bfo0gbHMfur2kNMTXkFrEpPFjkTP9JX006UlXsPPn1c/edit,NA,0
2015-01-02,75026,\N,\N,Calvin Klein Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,Watch,Watch,Calvin Klein,258,https://docs.google.com/a/flipkart.com/document/d/1JX0sMxJ8KAluxmrH0If9fF5PsyN6zY9IFDHGNuek82o/edit,NA,0
2015-01-02,75026,\N,\N,Intel Core i3,SEO Big,Inhouse,Electronics,IT,Laptop,Laptop,Laptop,NA,460,https://docs.google.com/a/flipkart.com/document/d/1fuX2AdL-oW2yv30KAMP_tucRzkq1ODm55A0agvXOgos/edit,NA,0
2015-01-02,75026,\N,\N,Tissot Watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Tissot,265,https://docs.google.com/a/flipkart.com/document/d/1wsyDYX-sylr8po92oFo8nJW2VYavuzXli2SOza3XG1o/edit,NA,0
2015-01-02,75026,\N,\N,Swatch watches,SEO Small,Inhouse,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Swatch,265,https://docs.google.com/a/flipkart.com/document/d/1LaDyav5pFpbuUE9vL99dM1L0p1aiS0PSQAGBfqLinUA/edit,NA,0
2015-01-02,75026,\N,\N,Water Fountain,SEO Big,Inhouse,HomeAndFurniture,HomeDecor,HomeDecor,GardenAndOutdoor,WaterFountain,NA,465,https://docs.google.com/a/flipkart.com/document/d/1RBzxjfxiYPEN6Ty7AhKmM3kR1f-TOQ23J5_7K8ef1jY/edit,NA,0
2015-01-02,76932,\N,\N,AFGDV9Y222RMSGFH,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,124,http://www.flipkart.com/search?q=AFGDV9Y222RMSGFH,https://safariltd.com/products/view/dragons-wyvern-figurines-10124,0
2015-01-02,76932,\N,\N,VPADM88PS94ARH3P,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Bruder Toys,121,http://www.flipkart.com/search?q=VPADM88PS94ARH3P,http://www.brudertoys.com/en/usa/range/range-and-series/professional-series/commercial-vehicles/?tx_sortiment_pi1%5Bartnr%5D=03031&tx_sortiment_pi1%5Baction%5D=details,0
2015-01-02,76932,\N,\N,VPAEYX7AJXZG2P2M,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,123,http://www.flipkart.com/search?q=VPAEYX7AJXZG2P2M,NA,0
2015-01-02,76932,\N,\N,VPADAXZ67HFJCGQG,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Bruder Toys,185,http://www.flipkart.com/search?q=VPADAXZ67HFJCGQG,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02040&tx_sortiment_pi1%5Baction%5D=details,0
2015-01-02,76932,\N,\N,AFGDQCB2PXRHF2DJ,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,120,http://www.flipkart.com/search?q=AFGDQCB2PXRHF2DJ,https://safariltd.com/products/view/incredible-creatures-eastern-chipmunk-baby-figurines-263029,0
2015-01-02,76932,\N,\N,AFGE2N8YJKQRQFZA,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,184,http://www.flipkart.com/search?q=AFGE2N8YJKQRQFZA,https://safariltd.com/products/view/monterey-bay-aquarium-sea-life-humpback-whale-figurines-210002,0
2015-01-02,76932,\N,\N,AFGDVUU2D2YRCZDH,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,152,http://www.flipkart.com/search?q=AFGDVUU2D2YRCZDH,https://safariltd.com/products/view/monterey-bay-aquarium-sea-life-whale-shark-figurines-210602,0
2015-01-02,76932,\N,\N,AFGDQCB2R2S9BFXW,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,106,http://www.flipkart.com/search?q=AFGDQCB2R2S9BFXW,https://safariltd.com/products/view/wildlife-wonders-cheetah-figurines-112889,0
2015-01-02,76932,\N,\N,AFGDPH6BHYV7YZQV,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,67,http://www.flipkart.com/search?q=AFGDPH6BHYV7YZQV,https://safariltd.com/products/view/wildlife-wonders-siberian-tiger-figurines-111389,0
2015-01-02,76932,\N,\N,AFGDPH6BPZHCDTZA,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,105,http://www.flipkart.com/search?q=AFGDPH6BPZHCDTZA,https://safariltd.com/products/view/wildlife-wonders-wolf-figurines-112689,0
2015-01-02,76932,\N,\N,AFGDQCB29BRBRGXE,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,85,http://www.flipkart.com/search?q=AFGDQCB29BRBRGXE,https://safariltd.com/products/view/incredible-creatures-eastern-screech-owl-figurines-263429,0
2015-01-02,76932,\N,\N,VPADAXZ6TUHANYWB,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,148,http://www.flipkart.com/search?q=VPADAXZ6TUHANYWB,http://www.bruderservice.com/02750.html,0
2015-01-02,76932,\N,\N,VPADM88P6UTYUHZR,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,151,http://www.flipkart.com/search?q=VPADM88P6UTYUHZR,http://www.bruder.de/en/germany/range/range-and-series/professional-series/farming/?tx_sortiment_pi1%5Bartnr%5D=02132&tx_sortiment_pi1%5Baction%5D=details,0
2015-01-02,75027,\N,\N,AFGDPH6BTWUBWTSV,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,95,http://www.flipkart.com/search?q=AFGDPH6BTWUBWTSV,NA,0
2015-01-02,75027,\N,\N,RCTDVZ82TMKYNV7Z,Regular Description,Inhouse,Lifestyle,Kid,Toy,RemoteControlToy,RemoteControlToy,Maisto,100,http://www.flipkart.com/search?q=RCTDVZ82TMKYNV7Z,NA,0
2015-01-02,75027,\N,\N,VPADYKZU2PVX4SWG,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,121,http://www.flipkart.com/search?q=VPADYKZU2PVX4SWG,NA,0
2015-01-02,75027,\N,\N,VPADVZ83QBZDZZ2U,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,87,http://www.flipkart.com/search?q=VPADVZ83QBZDZZ2U,NA,0
2015-01-02,75027,\N,\N,VPADVGGAZYNXQMEG,Regular Description,Inhouse,Lifestyle,Kid,Toy,OutdoorToy,BatteryOperatedOutdoorToy,Maisto,90,http://www.flipkart.com/search?q=VPADVGGAZYNXQMEG,http://www.maisto.com/index.php?option=com_wrapper&view=wrapper&Itemid=139,0
2015-01-02,75027,\N,\N,VPADX6SEZDTGCZKT,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Maisto,100,http://www.flipkart.com/search?q=VPADX6SEZDTGCZKT,NA,0
2015-01-02,75027,\N,\N,AFGDQHGGXHVA8W2Q,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd,106,http://www.flipkart.com/search?q=AFGDQHGGXHVA8W2Q,https://safariltd.com/products/view/dragons-midnight-moon-dragon-figurines-10165,0
2015-01-02,75027,\N,\N,VPADAXZ6VVXWCTHU,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Burder,131,http://www.flipkart.com/search?q=VPADAXZ6VVXWCTHU,http://www.flipkart.com/bruder-man-tga-rear-loading-garbage-truck/p/itmday4ayguftrnu?pid=VPADAXZ6VVXWCTHU&otracker=start&q=VPADAXZ6VVXWCTHU&as=off&as-show=off,0
2015-01-02,75027,\N,\N,VPADM4VHFMVBCECP,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,VehiclePullAlong,Burder,135,http://www.flipkart.com/search?q=VPADM4VHFMVBCECP,NA,0
2015-01-02,75027,\N,\N,AFGDQHGGUGQFHURE,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,112,http://www.flipkart.com/search?q=AFGDQHGGUGQFHURE,http://www.flipkart.com/safari-ltd-golden-dragon/p/itmdqhggugqfhure?pid=AFGDQHGGUGQFHURE&otracker=start&q=AFGDQHGGUGQFHURE&as=off&as-show=off,0
2015-01-02,75027,\N,\N,AFGDPH6BURDDAKF6,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,109,http://www.flipkart.com/search?q=AFGDPH6BURDDAKF6,NA,0
2015-01-02,75027,\N,\N,AFGDPH6BPEJTH2US,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,100,http://www.flipkart.com/search?q=AFGDPH6BPEJTH2US,NA,0
2015-01-02,75027,\N,\N,AFGE2N8Y7QAVW4WK,Regular Description,Inhouse,Lifestyle,Kid,Toy,VehicleActionToy,ActionFigure,Safari Ltd.,92,http://www.flipkart.com/search?q=AFGE2N8Y7QAVW4WK,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGGPG8ENQW,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,74,http://www.flipkart.com/search?q=CBKDP8XGGPG8ENQW,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGJUGDZPER,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,83,http://www.flipkart.com/search?q=CBKDP8XGJUGDZPER,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGKZBSWHJJ,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,81,http://www.flipkart.com/search?q=CBKDP8XGKZBSWHJJ,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGPJ7HQXRZ,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,81,http://www.flipkart.com/search?q=CBKDP8XGPJ7HQXRZ,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGVZPHMMBH,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,77,http://www.flipkart.com/search?q=CBKDP8XGVZPHMMBH,NA,0
2015-01-02,61454,\N,\N,CBKDP8XGWCZEPQ7X,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,75,http://www.flipkart.com/search?q=CBKDP8XGWCZEPQ7X,NA,0
2015-01-02,61454,\N,\N,CBKDP98XATE5UCW5,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,77,http://www.flipkart.com/search?q=CBKDP98XATE5UCW5,NA,0
2015-01-02,61454,\N,\N,CBKDP98XGSERJHJR,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,74,http://www.flipkart.com/search?q=CBKDP98XGSERJHJR,NA,0
2015-01-02,61454,\N,\N,CBKDP98XNHHXV9EX,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,82,http://www.flipkart.com/search?q=CBKDP98XNHHXV9EX,NA,0
2015-01-02,61454,\N,\N,CBKDP98XTYZBCGQ9,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Coloressence,83,http://www.flipkart.com/search?q=CBKDP98XTYZBCGQ9,NA,0
2015-01-02,61454,\N,\N,CBKDP98XYQDNBGDY,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Biotique,78,http://www.flipkart.com/search?q=CBKDP98XYQDNBGDY,NA,0
2015-01-02,61454,\N,\N,CBKDP98XZKARWCHF,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Biotique,82,http://www.flipkart.com/search?q=CBKDP98XZKARWCHF,NA,0
2015-01-02,61454,\N,\N,CBKDP98XZKQMQRRF,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Biotique,81,http://www.flipkart.com/search?q=CBKDP98XZKQMQRRF,NA,0
2015-01-02,61454,\N,\N,CBKDPABDDQWDGGKN,Regular Description,Inhouse,FMCGAndOthers,HomeAndPersonalCare,PersonalCare,BodySkinCare,BodyCare,Soulflower,77,http://www.flipkart.com/search?q=CBKDPABDDQWDGGKN,NA,0
