,Closed,Outside TAT,Raised,Tat Met %,Total Pending,Within TAT
2015-06-01,1.0,-55.0,0.0,1.2894736842105263,190.0,245.0
2015-06-02,0.0,-55.0,0.0,1.2894736842105263,190.0,245.0
2015-06-03,0.0,-55.0,0.0,1.2894736842105263,190.0,245.0
2015-06-04,1.0,-55.0,0.0,1.2894736842105263,190.0,245.0
2015-06-05,0.0,-55.0,0.0,1.2894736842105263,190.0,245.0
