Date,Employee ID,Status,Relaxation,Entered By,Comment,Approval,Rejection Comment
2015-01-17,73858,Working,0,Big Brother,\N,\N,\N
2015-01-17,61949,Working,0,Big Brother,\N,\N,\N
2015-01-17,73957,Working,0,Big Brother,\N,\N,\N
2015-01-17,74565,Working,0,Big Brother,\N,\N,\N
2015-01-17,74839,Working,0,Big Brother,\N,\N,\N
2015-01-17,75027,Working,0,Big Brother,\N,\N,\N
2015-01-17,75028,Working,0,Big Brother,\N,\N,\N
2015-01-17,75026,Working,0,Big Brother,\N,\N,\N
2015-01-17,76751,Working,0,Big Brother,\N,\N,\N
2015-01-17,76932,Working,0,Big Brother,\N,\N,\N
2015-01-17,76750,Working,0,Big Brother,\N,\N,\N
2015-01-17,62182,Working,0,Big Brother,\N,\N,\N
2015-01-17,62509,Working,0,Big Brother,\N,\N,\N
2015-01-17,62487,Working,0,Big Brother,\N,\N,\N
2015-01-17,60952,Working,0,Big Brother,\N,\N,\N
2015-01-17,60877,Working,0,Big Brother,\N,\N,\N
2015-01-17,72062,Working,0,Big Brother,\N,\N,\N
2015-01-17,72891,Working,0,Big Brother,\N,\N,\N
2015-01-17,72187,Working,0,Big Brother,\N,\N,\N
2015-01-17,77584,Working,0,Big Brother,\N,\N,\N
2015-01-17,54660,Working,0,Big Brother,\N,\N,\N
2015-01-17,21031,Working,0,Big Brother,\N,\N,\N
2015-01-17,75802,Working,0,Big Brother,\N,\N,\N
2015-01-17,76749,Working,0,Big Brother,\N,\N,\N
2015-01-17,55502,Working,0,Big Brother,\N,\N,\N
2015-01-18,56035,Working,0,Big Brother,\N,\N,\N
2015-01-18,55863,Working,0,Big Brother,\N,\N,\N
2015-01-18,61454,Working,0,Big Brother,\N,\N,\N
2015-01-18,61904,Working,0,Big Brother,\N,\N,\N
2015-01-18,73343,Working,0,Big Brother,\N,\N,\N
2015-01-18,73858,Working,0,Big Brother,\N,\N,\N
2015-01-18,61949,Working,0,Big Brother,\N,\N,\N
2015-01-18,73957,Working,0,Big Brother,\N,\N,\N
